question,answer,context
Compare portuguese and spanish,"Portuguese and Spanish, although closely related Romance languages, differ in many aspects of their phonology, grammar and lexicon.Both belong to a subset of the Romance languages known as West Iberian Romance, which also includes several other languages or dialects with fewer speakers, all of which are mutually intelligible to some degree.","Portuguese and Spanish, although closely related Romance languages, differ in many aspects of their phonology, grammar and lexicon. Both belong to a subset of the Romance languages known as West Iberian Romance, which also includes several other languages or dialects with fewer speakers, all of which are mutually intelligible to some degree. 
A 1949 study by Italian-American linguist Mario Pei, analyzing the degree of difference from a language's parent (Latin, in the case of Romance languages) by comparing phonology, inflection, syntax, vocabulary, and intonation, indicated the following percentages (the higher the percentage, the greater the distance from Latin): In the case of Spanish it was 20%, the third closest Romance language to Latin, only behind Sardinian (8% distance) and Italian (12% distance). Portuguese was 31%,  making it the second furthest language from Latin after French (44% distance).
The most obvious differences are in pronunciation. Mutual intelligibility is greater between the written languages than between the spoken forms. Compare, for example, the following sentences—roughly equivalent to the English proverb ""A word to the wise is sufficient,"" or, a more literal translation, ""To a good listener, a few words are enough."":

Al buen entendedor pocas palabras bastan (Spanish: [al ˈβ̞we̞n e̞nte̞nde̞ˈð̞o̞r ˈpo̞kas paˈlaβ̞ɾaz ˈβ̞astan])
Ao bom entendedor poucas palavras bastam (European Portuguese: [aw ˈβõ̞ ẽ̞tẽ̞dʊ̜̆ˈðoɾ ˈpo(w)kɐʃ pɐˈlavɾɐʃ ˈβaʃtɐ̃w̃], Brazilian Portuguese: [aw ˈbõ̞ ĩtẽ̞deˈdo(r) ˈpo(w)kɐs paˈlavɾɐz ˈbastɐ̃w]).Some Brazilian dialects, however, including some found in the Brazilian Amazon, sustain more similarities with the European pronunciation than with that of the southern Brazilian region.
There are also some significant differences between Brazilian Portuguese and European Portuguese as there are between British and American English or Peninsular and Latin American Spanish. This article notes these differences below only where: 

both Brazilian and European Portuguese differ not only from each other, but from Spanish as well;
both Peninsular (i.e. European) and Latin American Spanish differ not only from each other, but also from Portuguese; or
either Brazilian or European Portuguese differs from Spanish with syntax not possible in Spanish (while the other dialect does not)."
What did valve do?,"Valve discontinued the Steam Link hardware device in November 2018, in favor of supporting its software-based Steam Link application for mobile devices and smart televisions, as well as providing Steam Link as a software package for the Raspberry Pi microcomputer.","Steam Link is a hardware and software solution made by Valve Corporation for streaming Steam content from a personal computer or Steam Machine wirelessly to a mobile device or other monitor. Steam Link was originally released as a hardware device alongside the debut of Steam Machines in November 2015. Valve discontinued the Steam Link hardware device in November 2018, in favor of supporting its software-based Steam Link application for mobile devices and smart televisions, as well as providing Steam Link as a software package for the Raspberry Pi microcomputer."
List the uses of An electronic countermeasure ( ECM ),"An electronic countermeasure (ECM) is an electrical or electronic device designed to trick or deceive radar, sonar, or other detection systems, like infrared (IR) or lasers.It may be used both offensively and defensively to deny targeting information to an enemy.The system may make many separate targets appear to the enemy, or make the real target appear to disappear or move about randomly.It is used effectively to protect aircraft from guided missiles.It has also been deployed by military ships and recently on some advanced tanks to fool laserIR guided missiles.","An electronic countermeasure (ECM) is an electrical or electronic device designed to trick or deceive radar, sonar, or other detection systems, like infrared (IR) or lasers. It may be used both offensively and defensively to deny targeting information to an enemy. The system may make many separate targets appear to the enemy, or make the real target appear to disappear or move about randomly. It is used effectively to protect aircraft from guided missiles. Most air forces use ECM to protect their aircraft from attack. It has also been deployed by military ships and recently on some advanced tanks to fool laser/IR guided missiles. It is frequently coupled with stealth advances so that the ECM systems have an easier job. Offensive ECM often takes the form of jamming. Self-protecting (defensive) ECM includes using blip enhancement and jamming of missile terminal homers."
What do client - side solutions do?,"Client-side solutions break the security through physical isolation model, but they do allow the user to avoid the server overhead costs associated with remote browser isolation solutions.","Browser isolation is a cybersecurity model which aims to physically isolate an internet user's browsing activity (and the associated cyber risks) away from their local networks and infrastructure.  Browser isolation technologies approach this model in different ways, but they all seek to achieve the same goal, effective isolation of the web browser and a user's browsing activity as a method of securing web browsers from browser-based security exploits, as well as web-borne threats such as ransomware and other malware. When a browser isolation technology is delivered to its customers as a cloud hosted service, this is known as remote browser isolation (RBI), a model which enables organizations to deploy a browser isolation solution to their users without managing the associated server infrastructure. There are also client side approaches to browser isolation, based on client-side hypervisors, which do not depend on servers in order to isolate their users browsing activity and the associated risks, instead the activity is virtually isolated on the local host machine. Client-side solutions break the security through physical isolation model, but they do allow the user to avoid the server overhead costs associated with remote browser isolation solutions."
What does a database management system do?,"A database management system (DBMS) is the software that interacts with end users, applications, and the database itself to capture and analyze the data.","In computing, a database is an organized collection of data stored and accessed electronically. Small databases can be stored on a file system, while large databases are hosted on computer clusters or cloud storage. The design of databases spans formal techniques and practical considerations, including data modeling, efficient data representation and storage, query languages, security and privacy of sensitive data, and distributed computing issues, including supporting concurrent access and fault tolerance.
A database management system (DBMS) is the software that interacts with end users, applications, and the database itself to capture and analyze the data. The DBMS software additionally encompasses the core facilities provided to administer the database. The sum total of the database, the DBMS and the associated applications can be referred to as a database system. Often the term ""database"" is also used loosely to refer to any of the DBMS, the database system or an application associated with the database.
Computer scientists may classify database management systems according to the database models that they support. Relational databases became dominant in the 1980s. These model data as rows and columns in a series of tables, and the vast majority use SQL for writing and querying data. In the 2000s, non-relational databases became popular, collectively referred to as NoSQL, because they use different query languages."
What are object databases?,Object databases are different from relational databases which are table-oriented.Object databases have been considered since the early 1980s.,"An object database or object-oriented database  is a database management system in which information is represented in the form of objects as used in object-oriented programming. Object databases are different from relational databases which are table-oriented.  Object–relational databases are a hybrid of both approaches.
Object databases have been considered since the early 1980s."
What are graph databases?,"Graph databases are similar, but add another layer, the relationship, which allows them to link documents for rapid traversal.","A document-oriented database, or document store, is a computer program and data storage system designed for storing, retrieving and managing document-oriented information, also known as semi-structured data.Document-oriented databases are one of the main categories of NoSQL databases, and the popularity of the term ""document-oriented database"" has grown with the use of the term NoSQL itself. XML databases are a subclass of document-oriented databases that are optimized to work with XML documents. Graph databases are similar, but add another layer, the relationship, which allows them to link documents for rapid traversal.
Document-oriented databases are inherently a subclass of the key-value store, another NoSQL database concept. The difference lies in the way the data is processed; in a key-value store, the data is considered to be inherently opaque to the database, whereas a document-oriented system relies on internal structure in the document in order to extract metadata that the database engine uses for further optimization. Although the difference is often negligible due to tools in the systems, conceptually the document-store is designed to offer a richer experience with modern programming techniques.
Document databases contrast strongly with the traditional relational database (RDB). Relational databases generally store data in separate tables that are defined by the programmer, and a single object may be spread across several tables. Document databases store all information for a given object in a single instance in the database, and every stored object can be different from every other. This eliminates the need for object-relational mapping while loading data into the database."
Differentiate between document-oriented databases and key-value store,"Document-oriented databases are inherently a subclass of the key-value store, another NoSQL database concept.The difference lies in the way the data is processed; in a key-value store, the data is considered to be inherently opaque to the database, whereas a document-oriented system relies on internal structure in the document in order to extract metadata that the database engine uses for further optimization.","A document-oriented database, or document store, is a computer program and data storage system designed for storing, retrieving and managing document-oriented information, also known as semi-structured data.Document-oriented databases are one of the main categories of NoSQL databases, and the popularity of the term ""document-oriented database"" has grown with the use of the term NoSQL itself. XML databases are a subclass of document-oriented databases that are optimized to work with XML documents. Graph databases are similar, but add another layer, the relationship, which allows them to link documents for rapid traversal.
Document-oriented databases are inherently a subclass of the key-value store, another NoSQL database concept. The difference lies in the way the data is processed; in a key-value store, the data is considered to be inherently opaque to the database, whereas a document-oriented system relies on internal structure in the document in order to extract metadata that the database engine uses for further optimization. Although the difference is often negligible due to tools in the systems, conceptually the document-store is designed to offer a richer experience with modern programming techniques.
Document databases contrast strongly with the traditional relational database (RDB). Relational databases generally store data in separate tables that are defined by the programmer, and a single object may be spread across several tables. Document databases store all information for a given object in a single instance in the database, and every stored object can be different from every other. This eliminates the need for object-relational mapping while loading data into the database."
Who is jennifer hale?,"Jennifer Hale is a Canadian-American voice actress best known for her work in video game series including Baldurs Gate, Mass Effect, Metal Gear Solid, Spider-Man, BioShock Infinite, and Star Wars: Knights of the Old Republic.In 2013, she was recognized by Guinness World Records as the most prolific video game voice actor (female).","Jennifer Hale is a Canadian-American voice actress  best known for her work in video game series including Baldur's Gate, Mass Effect, Metal Gear Solid, Spider-Man, BioShock Infinite, and Star Wars: Knights of the Old Republic. In 2013, she was recognized by Guinness World Records as ""the most prolific video game voice actor (female)""."
Which software library provides an embedded transactional database in the form of a key - value,Lightning Memory-Mapped Database (LMDB) is a software library that provides an embedded transactional database in the form of a key-value store.,"Lightning Memory-Mapped Database (LMDB) is a software library that provides an embedded transactional database in the form of a key-value store.  LMDB is written in C with API bindings for several programming languages. LMDB stores arbitrary key/data pairs as byte arrays, has a range-based search capability, supports multiple data items for a single key and has a special mode for appending records (MDB_APPEND) without checking for consistency. LMDB is not a relational database, it is strictly a key-value store like Berkeley DB and dbm.
LMDB may also be used concurrently in a multi-threaded or multi-processing environment, with read performance scaling linearly by design. LMDB databases may have only one writer at a time, however unlike many similar key-value databases, write transactions do not block readers, nor do readers block writers. LMDB is also unusual in that multiple applications on the same system may simultaneously open and use the same LMDB store, as a means to scale up performance. Also, LMDB does not require a transaction log (thereby increasing write performance by not needing to write data twice) because it maintains data integrity inherently by design."
When are 2 individuals said to have a genetic relationship,Two individuals have a genetic relationship if one is the ancestor of the other or if they share a common ancestor.,"An ancestor, also known as a forefather, fore-elder or a forebear, is a parent or (recursively) the parent of an antecedent (i.e., a grandparent, great-grandparent, great-great-grandparent and so forth). Ancestor is ""any person from whom one is descended. In law, the person from whom an estate has been inherited.""Two individuals have a genetic relationship if one is the ancestor of the other or if they share a common ancestor. In evolutionary theory, species which share an evolutionary ancestor are said to be of common descent. However, this concept of ancestry does not apply to some bacteria and other organisms capable of horizontal gene transfer. Some research suggests that the average person has twice as many female ancestors as male ancestors. This might have been due to the past prevalence of polygynous relations and female hypergamy.Assuming that all of an individual's ancestors are otherwise unrelated to each other, that individual has 2n ancestors in the nth generation before her/him and a total of 2g+1 − 2 ancestors in the g generations before him/her.  In practice, however, it is clear that most ancestors of humans (and any other species) are multiply related (see pedigree collapse). Consider n = 40: the human species is more than 40 generations old, yet the number 240, approximately 1012 or one trillion, dwarfs the number of humans who have ever lived.
Some cultures confer reverence to ancestors, both living and dead; in contrast, some more youth-oriented cultural contexts display less veneration of elders. In other cultural contexts, some people seek providence from their deceased ancestors; this practice is sometimes known as ancestor worship or, more accurately, ancestor veneration."
What does cousin refer to commonly?,"Commonly, cousin refers to a first cousin – a relative of the same generation whose most recent common ancestor with the subject is a grandparent.Various governmental entities have established systems for legal use that can precisely specify kinship with common ancestors any number of generations in the past; for example, in medicine and in law, a first cousin is a type of third-degree relative.","Most generally, in the lineal kinship system used in the English-speaking world, a cousin is a type of familial relationship in which two relatives are two or more familial generations away from their most recent common ancestor. Commonly, ""cousin"" refers to a first cousin – a relative of the same generation whose most recent common ancestor with the subject is a grandparent.Degrees and removals are separate measures used to more precisely describe the relationship between cousins. Degree measures the separation, in generations, from the most recent common ancestor(s) to a parent of one of the cousins (whichever is closest), while removal measures the difference in generations between the cousins themselves, relative to their most recent common ancestor(s). To illustrate usage, a second cousin is a cousin with a degree of two; there are three (not two) generations from the common ancestor(s). When the degree is not specified, first cousin is assumed. A cousin ""once removed"" is a cousin with one removal. When the removal is not specified, no removal is assumed.Various governmental entities have established systems for legal use that can precisely specify kinship with common ancestors any number of generations in the past; for example, in medicine and in law, a first cousin is a type of third-degree relative."
List the conditions to be satisfied for the ministers in Commonwealth realm jurisdictions,"In Commonwealth realm jurisdictions which use the Westminster system of government, ministers are usually required to be members of one of the houses of Parliament or legislature, and are usually from the political party that controls a majority in the lower house of the legislature.","A minister is a politician who heads a ministry, making and implementing decisions on policies in conjunction with the other ministers. In some jurisdictions the head of government is also a minister and is designated the ‘prime minister’, ‘premier’, ‘chief minister’, ‘chancellor’ or other title.
In Commonwealth realm jurisdictions which use the Westminster system of government, ministers are usually required to be members of one of the houses of Parliament or legislature, and are usually from the political party that controls a majority in the lower house of the legislature. In other jurisdictions—such as Belgium, Mexico, Netherlands, Philippines, Slovenia, and Nigeria—the holder of a cabinet-level post or other government official is not permitted to be a member of the legislature. Depending on the administrative arrangements in each jurisdiction, ministers are usually heads of a government department and members of the government's ministry, cabinet and perhaps of a committee of cabinet. Some ministers may be more senior than others, and some may hold the title ’assistant minister’ or ‘deputy minister’. Some jurisdictions, with a large number of ministers, may designate ministers to be either in the inner or outer ministry or cabinet.
In some jurisdictions—such as Hong Kong, Mexico, the Philippines, the United Kingdom, and the United States—holders of an equivalent cabinet-level post are called secretaries (e.g., the Home Secretary in the United Kingdom, Secretary of State in the United States). Some holders of a cabinet-level post may have another title, such as ’Attorney-General’ or ’Postmaster-General’."
what is dna sequences,"with respect to evolutionarily relevant criteria, i.e. ecology, morphology, or biogeography; dna sequences are a consequence rather than a condition of diverging evolutionary lineages except in cases where they directly inhibit gene flow (e.g. postzygotic barriers).moreover, genera should be composed of phylogenetic units of the same kind as other (analogous) genera.","genus ( plural genera ) is a taxonomic rank used in the biological classification of living and fossil organisms as well as viruses. in the hierarchy of biological classification, genus comes above species and below family. in binomial nomenclature, the genus name forms the first part of the binomial species name for each species within the genus.
e.g. panthera leo (lion) and panthera onca (jaguar) are two species within the genus panthera. panthera is a genus within the family felidae.the composition of a genus is determined by taxonomists. the standards for genus classification are not strictly codified, so different authorities often produce different classifications for genera. there are some general practices used, however, including the idea that a newly defined genus should fulfill these three criteria to be descriptively useful:
monophyly – all descendants of an ancestral taxon are grouped together (i.e. phylogenetic analysis should clearly demonstrate both monophyly and validity as a separate lineage).
reasonable compactness – a genus should not be expanded needlessly.
distinctness – with respect to evolutionarily relevant criteria, i.e. ecology, morphology, or biogeography; dna sequences are a consequence rather than a condition of diverging evolutionary lineages except in cases where they directly inhibit gene flow (e.g. postzygotic barriers).moreover, genera should be composed of phylogenetic units of the same kind as other (analogous) genera."
what is the genius bar,the genius bar is a tech support service provided by apple inc. inside apple stores to support the use of its products and services.the genius bar at apple stores offers same-day service for both oledlcd screen and lithium-ion battery replacement.,"the genius bar is a tech support service provided by apple inc. inside apple stores to support the use of its products and services. the locations provide concierge-style, face-to-face support for customers from ""geniuses"" who are specially trained and certified by apple, with multiple levels of certification depending on the products serviced. many of the services are provided for free, regardless of the product's warranty status. for problems that require repairs to hardware, most of the work can be completed on-site, while customers wait.
the genius bar at apple stores offers same-day service for both oled/lcd screen and lithium-ion battery replacement. if the in-house technician needs to send the affected device to an apple repair center, most repaired or replaced iphones will be returned or ready for pickup in approximately 3 business days.
ron johnson, the former senior vice president for retail, often referred to the genius bar as the ""heart and soul"" of the apple store."
what is mischief night,"mischief night is an informal holiday on which children, teenagers and adults (both young and old) engage in jokes, pranks, vandalism andor parties.it is known by a variety of names including devils night, gate night, goosey night, moving night, cabbage night and mat night.","mischief night is an informal holiday on which children, teenagers and adults (both young and old) engage in jokes, pranks, vandalism and/or parties. it is known by a variety of names including devil's night, gate night, goosey night, moving night, cabbage night and mat night."
what is the process used to advance media literacy competencies,"media literacy education is the process used to advance media literacy competencies, and it is intended to promote awareness of media influence and create an active stance towards both consuming and creating media.","media literacy is an expanded conceptualization of literacy that includes the ability to access and analyze media messages as well as create, reflect and take action, using the power of information and communication to make a difference in the world. media literacy is not restricted to one medium and is understood as a set of competencies that are essential for work, life, and citizenship. media literacy education is the process used to advance media literacy competencies, and it is intended to promote awareness of media influence and create an active stance towards both consuming and creating media. media literacy education is part of the curriculum in the united states and some european union countries, and an interdisciplinary global community of media scholars and educators engages in knowledge sharing through scholarly and professional journals and national membership associations."
what is the ruskin school of art,"the ruskin school of art, known as the ruskin, is an art school at the university of oxford, england.it is part of oxfords humanities division.","the ruskin school of art, known as the ruskin, is an art school at the university of oxford, england. it is part of oxford's humanities division.
"
"what is state schools ( in england , wales , australia and new zealand ) or public schools ( scottish english and north american english )","state schools (in england, wales, australia and new zealand) or public schools (scottish english and north american english) are generally primary or secondary schools that educate all students without charge.they are funded in whole or in part by taxation.","state schools (in england, wales, australia and new zealand) or public schools (scottish english and north american english) are generally primary or secondary schools that educate all students without charge. they are funded in whole or in part by taxation.
state funded schools exist in virtually every country of the world, though there are significant variations in their structure and educational programmes. state education generally encompasses primary and secondary education (4 years old to 18 years old)."
"what is a student information system ( sis ) , student management system , school administration software or student administration system","a student information system (sis), student management system, school administration software or student administration system is a management information system for education sector establishments used to manage student data.it integrates students, parents, teachers and the administration.","a student information  system (sis), student management system, school administration software or student administration system is a management information system for education sector establishments used to manage student data. it integrates students, parents, teachers and the administration. student information systems provide capabilities for registering students in courses; documenting grading, transcripts of academic achievement and co-curricular activities, and the results of student assessment scores; forming student schedules; tracking student attendance; generating reports and managing other student-related data needs in an educational institution.
information security is a concern, as universities house an array of sensitive personal information, making them potentially attractive targets for security breaches, such as those experienced by retail corporations or healthcare providers.
"
What are user-created levels,"in addition to the official levels, certain user-created levels have been featured in in-game content, such as map packs, gauntlets, the hall of fame, daily non-demon level, weekly demon, and the search bar.in-game currency, such as stars, secret coins, user coins (verified only), mana orbs, or diamonds can be obtained from chests, or official levels (in which secret coins can only be obtained) and user-created levels (in which user coins can only be obtained).","geometry dash is a series of music platforming video games developed by swedish developer robert topala, also known as robtop. the first game, known simply as geometry dash, was released on 13 august 2013, on ios and android, and a steam version was released on 22 december 2014. in geometry dash, players control the movement of an icon and navigate along music-based levels, while avoiding obstacles such as spikes that instantly destroy the icon on impact.
geometry dash currently consists of 21 official levels. it is well known for its extensive level creation system, where players can create their own custom courses, share them online, and play courses designed by other players. more than 83 million custom levels have been created. in addition to the official levels, certain user-created levels have been featured in in-game content, such as map packs, gauntlets, the hall of fame, daily non-demon level, weekly demon, and the search bar. in-game currency, such as stars, secret coins, user coins (verified only), mana orbs, or diamonds can be obtained from chests, or official levels (in which secret coins can only be obtained) and user-created levels (in which user coins can only be obtained).
in addition to the original game, 3 other spin-off games in the series have been made: geometry dash meltdown, geometry dash world, and geometry dash subzero."
what is hyperbolic geometry,"in mathematics, hyperbolic geometry (also called lobachevskian geometry or bolyai–lobachevskian geometry) is a non-euclidean geometry.hyperbolic plane geometry is also the geometry of pseudospherical surfaces, surfaces with a constant negative gaussian curvature.","in mathematics, hyperbolic geometry (also called lobachevskian geometry or bolyai–lobachevskian geometry) is a non-euclidean geometry. the parallel postulate of euclidean geometry is replaced with:
for any given line r and point p not on r, in the plane containing both line r and point p there are at least two distinct lines through p that do not intersect r.(compare the above with playfair's axiom, the modern version of euclid's parallel postulate.)
hyperbolic plane geometry is also the geometry of pseudospherical surfaces, surfaces with a constant negative gaussian curvature. saddle surfaces have negative gaussian curvature in at least some regions, where they locally resemble the hyperbolic plane.
a modern use of hyperbolic geometry is in the theory of special relativity, particularly the minkowski model.
when geometers first realised they were working with something other than the standard euclidean geometry, they described their geometry under many different names; felix klein finally gave the subject the name hyperbolic geometry to include it in the now rarely used sequence elliptic geometry (spherical geometry), parabolic geometry (euclidean geometry), and hyperbolic geometry.
in the former soviet union, it is commonly called lobachevskian geometry, named after one of its discoverers, the russian geometer nikolai lobachevsky.
this page is mainly about the 2-dimensional (planar) hyperbolic geometry and the differences and similarities between euclidean and hyperbolic geometry. see hyperbolic space for more information on hyperbolic geometry extended to three and more dimensions."
what are saddle surfaces,"hyperbolic plane geometry is also the geometry of pseudospherical surfaces, surfaces with a constant negative gaussian curvature.saddle surfaces have negative gaussian curvature in at least some regions, where they locally resemble the hyperbolic plane.","in mathematics, hyperbolic geometry (also called lobachevskian geometry or bolyai–lobachevskian geometry) is a non-euclidean geometry. the parallel postulate of euclidean geometry is replaced with:
for any given line r and point p not on r, in the plane containing both line r and point p there are at least two distinct lines through p that do not intersect r.(compare the above with playfair's axiom, the modern version of euclid's parallel postulate.)
hyperbolic plane geometry is also the geometry of pseudospherical surfaces, surfaces with a constant negative gaussian curvature. saddle surfaces have negative gaussian curvature in at least some regions, where they locally resemble the hyperbolic plane.
a modern use of hyperbolic geometry is in the theory of special relativity, particularly the minkowski model.
when geometers first realised they were working with something other than the standard euclidean geometry, they described their geometry under many different names; felix klein finally gave the subject the name hyperbolic geometry to include it in the now rarely used sequence elliptic geometry (spherical geometry), parabolic geometry (euclidean geometry), and hyperbolic geometry.
in the former soviet union, it is commonly called lobachevskian geometry, named after one of its discoverers, the russian geometer nikolai lobachevsky.
this page is mainly about the 2-dimensional (planar) hyperbolic geometry and the differences and similarities between euclidean and hyperbolic geometry. see hyperbolic space for more information on hyperbolic geometry extended to three and more dimensions."
List the developments done by Euclid,"euclid described a line as breadthless length which lies equally with respect to the points on itself; he introduced several postulates as basic unprovable properties from which he constructed all of geometry, which is now called euclidean geometry to avoid confusion with other geometries which have been introduced since the end of the 19th century (such as non-euclidean, projective and affine geometry).","in geometry, a line is an infinitely long object with no width, depth, or curvature. thus, lines are one-dimensional objects, though they may exist in two, three, or higher dimension spaces. the word line may also refer to a line segment in everyday life, which have two points to denote its ends. lines can be referred by two points that lay on it (e.g., 
  
    
      
        
          
            
              a
              b
            
            ↔
          
        
      
    
    {\textstyle {\overleftrightarrow {ab}}}
  ) or by a single letter (e.g., 
  
    
      
        ℓ
      
    
    {\displaystyle \ell }
  ).
euclid described a line as ""breadthless length"" which ""lies equally with respect to the points on itself""; he introduced several postulates as basic unprovable properties from which he constructed all of geometry, which is now called euclidean geometry to avoid confusion with other geometries which have been introduced since the end of the 19th century (such as non-euclidean, projective and affine geometry).
in modern mathematics, given the multitude of geometries, the concept of a line is closely tied to the way the geometry is described. for instance, in analytic geometry, a line in the plane is often defined as the set of points whose coordinates satisfy a given linear equation, but in a more abstract setting, such as incidence geometry, a line may be an independent object, distinct from the set of points which lie on it.
when a geometry is described by a set of axioms, the notion of a line is usually left undefined (a so-called primitive object). the properties of lines are then determined by the axioms which refer to them. one advantage to this approach is the flexibility it gives to users of the geometry. thus in differential geometry, a line may be interpreted as a geodesic (shortest path between points), while in some projective geometries, a line is a 2-dimensional vector space (all linear combinations of two independent vectors). this flexibility also extends beyond mathematics and, for example, permits physicists to think of the path of a light ray as being a line."
what is a hindu mantra,"soham or sohum (सो ऽहम् so ham or so hum) is a hindu mantra, meaning i am heshethat in sanskrit.","soham or sohum (सो ऽहम् so 'ham or so 'hum) is a hindu mantra, meaning ""i am he/she/that"" in sanskrit.in vedic philosophy it means identifying oneself with the universe or ultimate reality.the mantra is also inverted from  so 'ham (the sandhi of saḥ + aham) to ham + sa. the combination of so 'haṃ  haṃsaḥ has also been interpreted as ""i myself am the swan"", where the swan symbolizes the atman."
What has Sankskrit inherited from,sanskrit has inherited from its theorised parent the proto-indo-european language an elaborate system of nominal morphology.,"sanskrit has inherited from its theorised parent the proto-indo-european language an elaborate system of nominal morphology. endings may be added directly to the root, or more frequently and especially in the later language, to a stem formed by the addition of a suffix to it.sanskrit is a highly inflected language that preserves all the declensional types found in proto-indo-european, including a few residual heteroclitic r/n-stems."
what is hindi media,"hindi media refers to media in hindi language and its dialects, across the hindi belt in india, and elsewhere with the hindi-speaking indian diaspora.hindi media has a two hundred year history, with the first newspaper published in the language, udant martand, going to press in 1826, and the first novel, pariksha guru, published in 1882.","hindi media refers to media in hindi language and its dialects, across the hindi belt in india, and elsewhere with the hindi-speaking indian diaspora.
hindi media has a two hundred year history, with the first newspaper published in the language, udant martand, going to press in 1826, and the first novel, pariksha guru, published in 1882."
What did Zahler opt to do,"Realizing that such a project cannot be adapted on a low budget, Zahler opted to write a rescue Western instead.","Bone Tomahawk is a 2015 American Western Horror film written and directed by S. Craig Zahler as his directorial debut. It stars Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins, Lili Simmons, Evan Jonigkeit, David Arquette, and Sid Haig and was produced by Jack Heller and Dallas Sonnier. The film is about a small-town sheriff who leads a posse into a desolate region to rescue three people who were abducted by a cannibalistic Native American clan.
Development of the film started when Zahler's friend and manager Dallas Sonnier recommended to create a film adaptation of Zahler's Western novel Wraiths of a Broken Land. Realizing that such a project cannot be adapted on a low budget, Zahler opted to write a rescue Western instead. Casting began in October 2014, with Peter Sarsgaard, Timothy Olyphant, and Jennifer Carpenter signed on to play before being replaced by Wilson, Fox, and Simmons respectively due to scheduling conflicts. Principal photography took place in California over a course of 21 days in October 2014.
The premiere of Bone Tomahawk took place at the Fantastic Fest on October 1, 2015 and was given a limited release on October 23, 2015 by RLJ Entertainment, grossing over $480,000 in movie sales and $4.32 million in home media sales against a $1.8 million budget. The film received mainly positive reviews, with praise for Zahler's screenplay and direction and the performances of the ensemble cast, though its runtime was criticized.
"
What are the long bones,"The long bones are bones those that are longer than they are wide.They are one of five types of bones: long, short, flat, irregular and sesamoid.","The long bones are those that are longer than they are wide. They are one of five types of bones: long, short, flat, irregular and sesamoid. Long bones, especially the femur and tibia, are subjected to most of the load during daily activities and they are crucial for skeletal mobility. They grow primarily by elongation of the diaphysis, with an epiphysis at each end of the growing bone. The ends of epiphyses are covered with hyaline cartilage (""articular cartilage"").  The longitudinal growth of long bones is a result of endochondral ossification at the epiphyseal plate. Bone growth in length is stimulated by the production of growth hormone (GH), a secretion of the anterior lobe of the pituitary gland.
The long bone category includes the femora, tibiae, and fibulae of the legs; the humeri, radii, and ulnae of the arms; metacarpals and metatarsals of the hands and feet, the phalanges of the fingers and toes, and the clavicles or collar bones. The long bones of the human leg comprise nearly half of adult height. The other primary skeletal component of height are the vertebrae and skull.
The outside of the bone consists of a layer of connective tissue called the periosteum.  Additionally, the outer shell of the long bone is compact bone, then a deeper layer of cancellous bone (spongy bone) which contains in the medullary cavity  the bone marrow."
What happens to long bones,"Long bones, especially the femur and tibia, are subjected to most of the load during daily activities and they are crucial for skeletal mobility.","The long bones are those that are longer than they are wide. They are one of five types of bones: long, short, flat, irregular and sesamoid. Long bones, especially the femur and tibia, are subjected to most of the load during daily activities and they are crucial for skeletal mobility. They grow primarily by elongation of the diaphysis, with an epiphysis at each end of the growing bone. The ends of epiphyses are covered with hyaline cartilage (""articular cartilage"").  The longitudinal growth of long bones is a result of endochondral ossification at the epiphyseal plate. Bone growth in length is stimulated by the production of growth hormone (GH), a secretion of the anterior lobe of the pituitary gland.
The long bone category includes the femora, tibiae, and fibulae of the legs; the humeri, radii, and ulnae of the arms; metacarpals and metatarsals of the hands and feet, the phalanges of the fingers and toes, and the clavicles or collar bones. The long bones of the human leg comprise nearly half of adult height. The other primary skeletal component of height are the vertebrae and skull.
The outside of the bone consists of a layer of connective tissue called the periosteum.  Additionally, the outer shell of the long bone is compact bone, then a deeper layer of cancellous bone (spongy bone) which contains in the medullary cavity  the bone marrow."
